,Unnamed: 0,name,country,city,town,address,total space (sqft),colocation space (sqft),total power (MW),latitude,longitude
693,713,Hivelocity,lithuania, Vilnius City Municipality, Vilnius,J. Tiškevičiaus gatvė 72,,,,54.70052875,25.32211892
694,714,China Telecom,china, Zhejiang Sheng, Quzhou Shi, Kecheng Qu,,,,29.0000001,119.9999999
695,715,China Telecom,china, Sichuan Sheng, Dazhou Shi, Dachuan Qu,,,,30.5000001,102.4999999
696,716,China Telecom,china, Guangdong Sheng, Shantou, Longhu Qu,,,,23.1357694,113.1982688
697,718,China Telecom,china, Jiangxi, Xinyu,Yushui,,,,28.0,116.0
698,719,China Telecom,china, Shandong, Zibo,Zhangdian,,,,36.398987,118.5055691
699,720,Deft,brazil, State of São Paulo,São Paulo,,,,,-23.45872135,-46.54266112
700,721,China Telecom,china, Zhejiang, Huzhou, Wuxing,,,,29.0000001,119.9999999
701,722,MOD Mission Critical,usa, NJ, Secaucus,275 Hartz Way,183900,131037,,40.0757384,-74.4041622
702,723,MOD Mission Critical,finland, 02630 Espoo,Sinimäentie 12,,7965,,,60.21013535,24.76313415
703,724,Prime Data Centers,usa, AZ, Avondale,11753 West Lower Buckeye Road,260400,128000,48,34.395342,-111.763275
704,725,China Telecom,china, Guangdong Sheng, Huizhou Shi, Huicheng Qu,,,,23.1357694,113.1982688
705,726,China Telecom,usa,NY, Staten Island,7 Teleport Dr,,,,43.1561681,-75.8449946
706,727,Netshop ISP,cyprus, Paphos, Agia Varvara,Anatoliko Industrial Zone,,,,34.7743988,32.4231586
707,728,China Telecom,china, Beijing, Chaoyang, Dongtucheng Road,,,,39.9057136,116.3912972
708,729,China Telecom,china, Guangdong Sheng, Huizhou Shi, Huicheng Qu,,,,23.1357694,113.1982688
709,730,China Telecom,china, Chongqing Shi, Jiangbei Qu,Telecom Mansion,,,,30.05518,107.8748712
710,731,Zenlayer,usa,CA, Santa Clara,1350 Duane Ave,,,,36.7014631,-118.755997
711,732,China Telecom,uk, London,Isle of Dogs,,,,,51.5074456,-0.1277653
712,733,Netshop ISP,usa, DC,Washington D.C.,,,,,39.7940527,-100.472769
713,734,China Telecom,china, Beijing, Chaoyang,Guangqu Rd,,,,39.9057136,116.3912972
714,735,China Telecom,china, Zhejiang, Huzhou,Wuxing,,,,29.0000001,119.9999999
715,736,China Telecom,china, Jiangxi, Yingtan, Yuehu District,,,,28.0,116.0
716,737,Cologix,canada, QC, Montreal,875 Rue Saint-Antoine Ouest,25000,,1,52.4760892,-71.8258668
717,738,Tel Networks Inc.,usa, MI, Detroit,1545 Clay Street,,,,43.6211955,-84.6824346
718,739,Cologix,canada, British Columbia, Vancouver,555 W Hastings St,,10800,1.6,55.001251,-125.002441
719,740,China Telecom,usa,CA, Santa Clara,1525 Comstock Street,,,,36.7014631,-118.755997
720,741,Lumen,usa, CA, Santa Clara,3045 Raymond Street,50000,17309,8,36.7014631,-118.755997
721,742,Prov.net/IronTrust Networks,usa, RI, Providence,935 Westminster Street,4000,2000,0.2,41.7962409,-71.5992372
722,743,China Telecom,germany, 60314 Frankfurt am Main,Hanauer Landstraße 298,,,,,50.11376968,8.712718914
723,745,Cogent Communications,france, Grenoble,33 Rue Joseph Chanrion,,,,,45.1875602,5.7357819
724,746,Limestone Networks,usa, FL, Miami,36 Northeast 2nd Street,,,,27.7567667,-81.4639835
725,747,Equinix,chile, Región Metropolitana, Pudahuel,Los Vientos 20239,43056,,,-33.5036125,-70.7588544
726,748,Enzu,usa, TX, Dallas,2323 Bryan Street,,,,31.2638905,-98.5456116
727,749,DataBank,usa, WA, Seattle,2001 6th Avenue,,4040,0.21,47.2868352,-120.212613
728,752,TierPoint,usa,PA, Bethlehem,3864 Courtney Street ste 130,25000,12000,,40.9699889,-77.7278831
729,753,MOD Mission Critical,costa rica, San Pedro, San José, Roosevelt,,,,9.931519,-84.0503028
730,754,China Telecom,china, Jiangsu Sheng, Lianyungang Shi, Haizhou Qu,,,,33.0000001,119.9999999
731,755,Digital Realty,kenya, Mombasa,Kongoni Road & Beach Rd,,18000,,3.9,-4.05052,39.667169
732,756,Digital Realty,hong kong, Kwai Chung,11 Kin Chuen Street,,228000,,24,22.3609551,114.1290095
733,757,MOD Mission Critical,australia, Alexandria NSW 2015,200 Bourke Road,,661722,,,-33.9091568,151.1921281
734,758,Cogent Communications,usa, CA, San Diego,525 B Street,5307,5307,,36.7014631,-118.755997
735,759,China Telecom,china, Zhejiang, Taizhou, Jiaojiang District,,,,29.0000001,119.9999999
736,760,Lumen,usa, MN, Minneapolis,511 11th Avenue South,12291,3434,,45.9896587,-94.6113288
737,761,China Telecom,uk, London E14 2AX, Poplar,East India Dock House,,,,51.5156177,-0.0919983
738,762,H5 Data Centers,usa, NY, New York,325 Hudson Street,240000,,,43.1561681,-75.8449946
739,763,Lumen,usa, MI, Southfield,19675 West 10 Mile Road,39357,7488,,43.6211955,-84.6824346
740,764,Evocative,usa,CA, Santa Clara,1525 Comstock Street,14800,,9,36.7014631,-118.755997
741,765,Lumen,usa, WA, Seattle,1000 Denny Way,48959,20376,,47.2868352,-120.212613
742,766,Prime Data Centers,usa, IL, Elk Grove Village,1601 Midway Ct,354000,156000,54,40.0796606,-89.4337288
743,767,Lumen,usa, LA, New Orleans,1250 Poydras Street,9379,2500,,34.0536909,-118.242766
744,768,Cogent Communications,france, Strasbourg,46 Route de Bischwiller,,,,,48.584614,7.7507127
745,769,"Carroll-Net, Inc.",usa, NJ, Hackensack,905 Main St,,,,40.0757384,-74.4041622
746,770,Flexential,usa, VA 23227, Richmond,8851 Park Central Drive suite b,28594,10500,2.8,37.4963453,-77.46564277
747,771,Flexential,usa,UT, Salt Lake City,3949 South 200 East suite b1,36000,14713,1.92,39.4225192,-111.714358
748,772,Digital Realty,brazil,Sao Paulo, São Paulo - SP, 350 - Vila Osasco,75000,,9,-23.5506507,-46.6333824
749,773,TierPoint,usa,WA, Liberty Lake,23403 East Mission Avenue,32000,21000,,47.2868352,-120.212613
750,774,Lumen,usa, CA, West Sacramento,1075 Triangle Court,15000,24680,,36.7014631,-118.755997
751,775,Prov.net/IronTrust Networks,usa, MA, Chelmsford,187 Billerica Road,8000,5000,1,18.3414575,-64.9335173
752,776,Enzu,usa, TX, Austin,205 W 9th St,,,,31.2638905,-98.5456116
753,777,China Telecom,brazil, 06455-000, Barueri - SP, 3641 - Tamboré,,,,-23.50138367,-46.83795952
754,778,Tel Networks Inc.,usa, IL, Chicago,130 East Randolph Street,,,,40.0796606,-89.4337288
755,779,DartPoints,usa, LA, Baton Rouge,7127 Florida Boulevard,27000,,,34.0536909,-118.242766
756,780,Psychz Networks,brazil, 06460-120, Barueri - SP, 1900 - Res. Tambore,64260,,,-23.49612525,-46.8252097
757,781,Prime Data Centers,denmark, 9300 Sæby,Energivej 1,,348751,145220,30,57.3312762,10.5198811
758,782,Tel Networks Inc.,canada, ON, Toronto,151 Front Street West,,,,50.000678,-86.000977
759,784,Lumen,usa, OR, Beaverton,707 SW Washington Ave,4663,1321,,43.9792797,-120.737257
760,785,China Telecom,australia, Ultimo NSW 2007,400 Harris Street,,,,,-33.8794728,151.1984346
761,786,"Ascenty, a Digital Realty Company",brazil,Paulinia,R. Sebastião Cardoso - Parque Brasil 500,,86000,,14,-22.7630391,-47.1532213
762,787,Digital Realty,sweden, Kista,Esbogatan 11,,14107,,2.9,59.403311,17.9442849
763,788,China Telecom,usa,CA, Los Angeles,900 N Alameda St,,,,36.7014631,-118.755997
764,789,China Telecom,germany, 65933 Frankfurt am Main,Lärchenstraße 110,,,,,50.09827488,8.600775729
765,790,Zenlayer,malaysia, Federal Territory of Kuala Lumpur, 60000 Kuala Lumpur, Taman Tun Dr Ismail,,,,3.1526589,101.7022205
766,791,CyberNest,usa,CA, El Segundo,445 North Douglas Street,,,,36.7014631,-118.755997
767,792,Psychz Networks,uk, London E14 9YY,240 E India Dock Rd,,705488,,,51.5156177,-0.0919983
768,793,"Cato Digital, Inc",usa, NY, New York, Hudson Street,,,,43.1561681,-75.8449946
769,794,Cogent Communications,usa, CA, Los Angeles,530 W 6th St,8400,8400,,36.7014631,-118.755997
770,795,Cologix,usa, TX, Dallas,1950 North Stemmons Freeway,28000,28000,,31.2638905,-98.5456116
771,796,TierPoint,usa, OK, Tulsa,322 East Archer Street,36000,4000,,34.9550817,-97.2684063
772,797,Enzu,usa, WA, Tukwila,12201 Tukwila International Boulevard,,,,47.2868352,-120.212613
773,798,DataBank,usa, KS, Lenexa,10605 West 84th Terrace,31000,11510,2,38.27312,-98.5821872
774,799,Digital Realty,usa, VA, Ashburn,43791 Devin Shafron Drive,135000,,12,37.1232245,-78.4927721
775,800,Amazon AWS,china, Hebei, Langfang, Yongqing County,,,,39.0000001,116.0
776,801,Ixcellerate,russia, Moscow, Dekabristov Ulitsa,Shosse,,21528,13.7,55.7505412,37.6174782
777,803,IBM Cloud,canada, ON,Toronto,,,,,50.000678,-86.000977
778,804,uNetworks,germany, 90429 Nürnberg,Fürther Straße 212,,,3649,,49.4529551,11.0509349
779,805,Leuk Teleport and Data Centre,switzerland, Leuk,Brentjong 2,,,,4,46.27775645,7.66802023
780,806,LCL Belgium,belgium, Antwerp,Noorderlaan 133,,,,,51.2211097,4.3997081
781,807,EdgeConnex,usa, CA, Santa Clara,1700 Richard Avenue,19800,,1.8,36.7014631,-118.755997
782,808,EdgeConnex,usa,TN, Memphis,4005 S Mendenhall Rd #6,16700,,1.5,35.7730076,-86.2820081
783,809,STACK INFRASTRUCTURE,australia, Hume ACT,56 Sheppard Street,,,,28,-35.3853817,149.1658468
784,810,Oracle,canada, QC,Montreal,,,,,52.4760892,-71.8258668
785,811,Amazon AWS,china, Beijing, Shunyi District,Yanshun Road,,,,39.9057136,116.3912972
786,812,Epsilon Telecommunications,uk, London, 69-77 Paul Street,Telephone House,5500,,,51.5074456,-0.1277653
787,813,Netforchoice Data Center,india, Uttar Pradesh, Noida, Sector 57,,,,27.1303344,80.859666
788,814,STACK EMEA,denmark, Taastrup, Litauen Alle,Copenhagen Markets,17222,,1.5,55.6522136,12.292049
789,815,Redcentric,uk, Hounslow TW4 6NW, Cranford,Green Lane,195000,130000,,51.4686132,-0.3613471
790,816,Aventus Data Centers,usa, WI, Marshfield,901 Commerce Drive,20000,,,44.4308975,-89.6884637
791,817,Aptum Technologies,uk, Hampshire PO9 1SA, Havant, Langstone Road,58000,10000,10,50.8862767,-0.960153975
792,818,NewTelco,ukraine, Kyiv Oblast, Plesets'ke,50,,1184,,50.178595,30.4924884
793,819,ColoBarn,usa, FL, Malabar,3225 Jordan Boulevard,60000,4000,,27.7567667,-81.4639835
794,820,Amazon AWS,usa,OR, Boardman,Rippee Road,,,,43.9792797,-120.737257
795,821,Pulsant,uk, Milton Keynes MK14 6PD, Linford Wood,Rockingham Drive,21818,12013,2.1,52.0406502,-0.7594092
796,822,Epsilon Telecommunications,south korea, Seoul, Guro-gu,61 Digital-ro 31-gil,249131,,,37.5666791,126.9782914
797,823,EvoSwitch,singapore,1 Serangoon North Ave 6,,,153000,,5,1.3755836,103.8712598
798,824,Dorabase,turkey, 34722 Kadıköy/İstanbul, Eylül Sokak No:12,Eğitim,11302,,,40.99390111,29.04059483
799,825,MedOne,israel,Petach Tikva,,,,21528,3.5,32.0877639,34.8859985
800,826,uNetworks,germany, 33602 Bielefeld,Niederwall 2,,,3218,,52.02172694,8.535164058
801,827,Aventus Data Centers,usa, WI, Milwaukee,7901 West Clinton Avenue,26432,,,44.4308975,-89.6884637
802,828,Mosaic Data Services,usa, VA,Ashburn,,,,,37.1232245,-78.4927721
803,829,EdgeConnex,usa, CO, Englewood,8451 Highfield Parkway,115500,,21.6,38.7251776,-105.607716
804,830,EXA Infrastructure,uk, Bracknell RG12 8TH, Oldbury,St James House,3229.17,,1,51.4143513,-0.7449925
805,831,WowRack,usa, WA, Tukwila,12201 Tukwila International Boulevard,,18000,3,47.2868352,-120.212613
806,832,EdgeConnex,usa,WA, Seattle,3425 South 116th Street building 6 suite 133,47000,,4.5,47.2868352,-120.212613
807,833,Leading Edge Data Centres,australia,Dubbo NSW,,,6243,,0.75,-32.2478964,148.6026502
808,834,MDC Data Centers,usa, AZ, Nogales,81 North Sonoita Avenue,,,0.2,34.395342,-111.763275
809,835,Colt Technologies,germany, Hamburg,Drehbahn 1,,26910,,,53.550341,10.000654
810,836,EvoSwitch,uk, Slough SL1 2JH,4 Slough Road,,53820,,,51.5111014,-0.5940682
811,837,910Telecom,usa, Colorado, Denver,910 15th Street,140000,,2,38.7251776,-105.607716
812,838,Global Switch,hong kong, New Territories, Tseung Kwan O Industrial Estate,18 Chun Yat Street,758361,,100,22.4300716,114.0724197
813,839,IBM Cloud,brazil, State of São Paulo,São Paulo,,,,,-23.45872135,-46.54266112
814,840,Prime Data Centers,usa,CA, McClellan Park,2407 Ak St,65000,39711,8,36.7014631,-118.755997
815,841,Digital Realty,usa, NJ, Piscataway Township,3 Corporate Place,277000,135000,26,40.0757384,-74.4041622
816,842,Equinix,finland, Helsinki,Sahamyllyntie 4b,,8934,8934,2400,60.1674881,24.9427473
817,843,FIBERTOWN,usa, TX, Houston,12031 North Freeway,10000,,6,31.2638905,-98.5456116
818,844,Iron Mountain Data Centers,germany, 60437 Frankfurt am Main,Heinrich-Lanz-Allee 47,,414410,,10.6,50.19242032,8.675614772
819,845,Digital Realty,germany, 65936 Frankfurt am Main,Wilhelm-Fay-Straße 24,,75000,,9,50.12073031,8.566380652
820,846,HostDime,mexico, Jalisco, 44510 Zapopan, Jardines Plaza del Sol,20000,,,20.3333331,-103.6666671
821,847,Atlantic.net,usa, FL, Orlando,440 West Kennedy Boulevard,,,,27.7567667,-81.4639835
822,848,UnitedLayer,usa, CA, San Francisco,200 Paul Avenue,512642,32000,,36.7014631,-118.755997
823,849,Equinix,usa, FL, Doral,1525 Northwest 98th Court,108336,75043,,27.7567667,-81.4639835
824,850,antage Data Centers,germany, Offenbach am Main, Goethering 27,Vantage Data center - FRA11,452000,,56,50.1055002,8.7610698
825,851,Rackspace,usa, NJ, Franklin Township,202-216 Campus Drive,35000,,2.4,40.0757384,-74.4041622
826,852,Hivelocity,usa, CA, Los Angeles,624 South Grand Avenue,,,,36.7014631,-118.755997
827,853,Digital Realty,usa, CA, El Segundo,2260 E El Segundo Blvd,132240,68000,18,36.7014631,-118.755997
828,854,Equinix,usa, VA, Culpeper,18155 Technology Drive,105980,62393,11.25,37.1232245,-78.4927721
829,856,CyrusOne,usa, NJ, Totowa,50 Madison Road,200000,50000,16,40.0757384,-74.4041622
830,857,Digital Realty,usa, NY, New York,60 Hudson Street,164000,,,43.1561681,-75.8449946
831,858,Digital Realty,usa, AZ, Phoenix,120 East Van Buren Street,347000,175000,32.3,34.395342,-111.763275
832,859,Lumen,usa, TX, Dallas,3180 Irving Blvd,80000,46070,12,31.2638905,-98.5456116
833,860,Digital Realty,netherlands, Amsterdam,Science Park Amsterdam 121,,,,,52.3730796,4.8924534
834,861,Cirion Technologies,chile, Huechuraba,Condominio Santa María de Huechuraba 6951,,8000,7000,4,-33.3744615,-70.6362988
835,862,Digital Realty,uk, London,11 Hanbury Street,,58125,,16,51.5074456,-0.1277653
836,863,antage Data Centers,canada, QC, Pointe-Claire,2800 Trans-Canada Highway,320000,,48,52.4760892,-71.8258668
837,864,Iron Mountain Data Centers,usa, IL, Des Plaines,1680 Touhy Avenue,315000,,36,40.0796606,-89.4337288
838,865,Digital Realty,germany, 60386 Frankfurt am Main,Hanauer Landstraße 360/building 2,,87000,,16.2,50.12682598,8.75499061
839,866,Zenlayer,uk, London E1 6QL,91-95 Brick Lane,,,,,51.5074456,-0.1277653
840,867,Equinix,uk, Manchester, Stretford, 76 Trafford Wharf Road,46500,32292,3.5,53.4794892,-2.2451148
841,868,Digital Realty,usa,VA, Ashburn,44372 Round Table Plaza bldg m,223200,,,37.1232245,-78.4927721
842,869,QTS Data Centers,usa, FL, Miami,11234 Northwest 20th Street,38000,20000,2,27.7567667,-81.4639835
843,870,Cascade Divide Data Centers,usa, OR, Bend,207 Southwest Columbia Street,,,,43.9792797,-120.737257
844,871,Centersquare,usa, MA, Waltham,580 Winter Street,165968,107570,16,18.3414575,-64.9335173
845,872,Hivelocity,usa, NY, Staten Island,7 Teleport Drive,,,,43.1561681,-75.8449946
846,873,Digital Realty,belgium, Zaventem,Wezembeekstraat 2,,111945,53819,7.2,50.8806207,4.4730008
847,874,Digital Realty,germany, Frankfurt,Hanauer Landstraße 302,,,,,50.1106444,8.6820917
848,875,CyrusOne,usa, VA, Sterling,21350 Pacific Blvd,90000,,105,37.1232245,-78.4927721
849,876,DataBank,usa, TX, Richardson,904 Quality Way,68000,41320,5.7,31.2638905,-98.5456116
850,877,Equinix,germany, 60388 Frankfurt am Main,Friesstraße 22,,64368,,18,50.15053802,8.753674225
851,878,Flexential,usa,Georgia, Douglasville,1750 N River Rd,358000,,36,32.3293809,-83.1137366
852,879,Digital Realty,ireland, Dublin, Cherry Orchard,24 Hume Avenue,2400,2400,,53.3493795,-6.2605593
853,880,Digital Realty,singapore, 29A International Business Park,International Business Park Road,,377000,,26,1.32761075,103.7461681
854,881,Equinix,netherlands, Amsterdam,Science Park 610,,191597,68889,18,52.3730796,4.8924534
855,882,Telehouse,usa, NY, Staten Island,7 Teleport Drive,162000,80000,10,43.1561681,-75.8449946
856,883,China Telecom,china, Beijing Shi, Daxing Qu,Dr. Peng Group (Tongji Middle Road),,,,39.9057136,116.3912972
857,884,Centersquare,usa, VA, Ashburn,21571 Beaumeade Cir,164453,96644,10,37.1232245,-78.4927721
858,885,Equinix,usa, GA, Atlanta,180 Peachtree Street Northwest,79200,43012,4.5,32.3293809,-83.1137366
859,886,Iron Mountain Data Centers,germany, 60388 Frankfurt,Borsigallee 1,,280000,,27,50.15053802,8.753674225
860,887,Singtel,singapore,375 Tanjong Katong Road,,,,,,1.3093614,103.8944649
861,889,Centersquare,usa, AZ, Mesa,1301 West University Drive,154158,73500,14,34.395342,-111.763275
862,890,Equinix,usa, CA, Sunnyvale,255 Caspian Drive,120000,67622,8,36.7014631,-118.755997
863,891,Equinix,netherlands, Amsterdam,Luttenbergweg 4,,96681,29062,9.54,52.3730796,4.8924534
864,892,Centersquare,usa, NJ, Weehawken,300 J F Kennedy Boulevard East,802397,802397,105.6,40.0757384,-74.4041622
865,893,antage Data Centers,uk, Newport, Duffryn, Coedkernew,2000000,,148,51.5882332,-2.9974967
866,894,Equinix,usa, CA, San Jose,9 Great Oaks Boulevard,175311,93498,15,36.7014631,-118.755997
867,896,TierPoint,usa, PA, Norristown,1000 Adams Avenue,137000,61000,,40.9699889,-77.7278831
868,897,Equinix,usa, VA, Vienna,7990 Science Applications Court,44382,27356,2.2,37.1232245,-78.4927721
869,898,Equinix,usa, NJ, Carteret,1400 Federal Boulevard,113944,91413,,40.0757384,-74.4041622
870,899,Telefonica Global Solutions,spain, 28805 Alcala de Henares,23,Av. Punto Com,265000,100000,15,40.50038727,-3.350629315
871,900,Equinix,portugal, 2685-378 Prior Velho,Avenida Severiano Falcão 14,,56995,16005,,38.7858515,-9.1236797
872,901,Singtel,singapore,7 Bedok South Road,,,,,,1.319675,103.9298004
873,902,Equinix,usa, CA, San Jose,11 Great Oaks Boulevard,133500,82851,4,36.7014631,-118.755997
874,903,Equinix,usa, CA, El Segundo,445 North Douglas Street,177469,62159,0.5,36.7014631,-118.755997
875,904,antage Data Centers,germany, 15749 Mittenwalde,Dahmestraße 1,,260000,,32,52.25500627,13.54771805
876,905,CyrusOne,usa, TX, Carrollton,1649 West Frankford Road,670000,400000,90,31.2638905,-98.5456116
877,906,Equinix,uk, Slough,13 Liverpool Road,,110566,74873,9.6,51.5111014,-0.5940682
878,907,CyrusOne,usa, CT, Norwalk,6 Norden Place,168000,75000,16,41.6500201,-72.7342163
879,908,Equinix,hong kong, Tseung Kwan O Industrial Estate,299 Wan Po Road,,367981,8332,8,22.284649,114.271717
880,909,Cologix,canada, QC, Drummondville,2525 Rue Canadien,120000,50000,10,52.4760892,-71.8258668
881,910,Equinix,usa, TX, Dallas,1950 North Stemmons Freeway,61573,30355,3,31.2638905,-98.5456116
882,911,Amanah Tech Inc.,canada, ON, Toronto,1 Yonge Street,760000,4000,1,50.000678,-86.000977
883,912,Web Werks India Pvt Ltd,india, Maharashtra, Navi Mumbai, Rabale,82000,,6.3,18.9068356,75.6741579
884,913,Equinix,brazil,Barueri, 3641 - Tamboré,Alameda Araguaia,95387,34432,12,-23.5112184,-46.8764612
885,914,SBA Edge,usa, IL, West Chicago,603 Discovery Drive,80000,60000,4,40.0796606,-89.4337288
886,915,Equinix,australia, Shenton Park WA 6008,1/37 Lemnos Street,,34051.8,,,-31.959639,115.8054615
887,916,Equinix,sweden, Bromma,Mariehällsvägen 36,,38254,38254,,59.339769,17.9395411
888,917,Equinix,germany, Frankfurt,Gutleutstraße 310,,107639,74152,11.52,50.1106444,8.6820917
889,918,antage Data Centers,usa, AZ, Goodyear,45 South Bullard Avenue,800000,800000,32,34.395342,-111.763275
890,919,China Telecom,china, Shanghai, Baoshan Qu, Hulan Road,,,,31.2323437,121.4691024
891,920,365 Data Centers,usa, IL, Chicago,427 South LaSalle Street,10000,,1.72,40.0796606,-89.4337288
892,921,Element Critical,usa, VA, Vienna,7990 Quantum Drive,200000,70000,10,37.1232245,-78.4927721
893,922,Digital Realty,germany,40599 Düsseldorf,,,47000,,23,51.17874293,6.867236993
894,923,Deft,uk,London,,,,,,51.5074456,-0.1277653
895,924,Iron Mountain Data Centers,usa, CO, Denver,4300 Brighton Blvd,180000,,14.4,38.7251776,-105.607716
896,925,Equinix,france, Pantin, 110 bis Avenue du Général Leclerc,Dachser Paris Pantin,98737,54358,,48.8965023,2.4019804
897,926,Digital Realty,ireland, Dublin, Kilcarbery,2 Profile Park,86111,,5,53.3493795,-6.2605593
898,927,DataBank,usa, IL, Chicago,840 South Canal Street,14500,11470,2,40.0796606,-89.4337288
899,928,Centersquare,usa, CO, Englewood,8534 Concord Center Drive,98218,98218,7.2,38.7251776,-105.607716
900,929,DataBank,usa, TX, Waco,700 Austin Avenue,34000,14210,0.8,31.2638905,-98.5456116
901,930,DataBank,usa,CA, San Diego,12270 World Trade Drive suite 100,88000,55140,3.2,36.7014631,-118.755997
902,931,Cogent Communications,usa, FL, Doral,3701 Northwest 82nd Avenue,9760,9760,,27.7567667,-81.4639835
903,932,China Telecom,china, Hubei, Wuhan, Hongshan,,,,31.15305035,112.8806423
904,933,Aureon,usa, IA, Des Moines,616 10th Street,30000,1500,1,41.9216734,-93.3122705
905,934,365 Data Centers,usa, MI, Southfield,24660 Lahser Road,12000,,0.8,43.6211955,-84.6824346
906,935,TierPoint,usa, PA, Breinigsville,9999 Hamilton Boulevard,122000,58300,25,40.9699889,-77.7278831
907,936,China Telecom,singapore, Woodlands,Woodlands Street 12,,,,,1.436897,103.786216
908,937,DataBank,usa,GA, Atlanta,200 Selig Dr SW,,156780,40,32.3293809,-83.1137366
909,938,Centersquare,usa, VA, Sterling,45901 Nokes Boulevard,556457,556457,47,37.1232245,-78.4927721
910,939,Digital Realty,france, Paris,45 Avenue Victor Hugo,,16000,,2,48.8588897,2.320041022
911,940,Equinix,switzerland, Zürich,Josefstrasse 225,,4015,4015,,47.3744489,8.5410422
912,941,Digital Realty,germany, HE, 60528 Frankfurt, Lyoner Straße 28,39000,,3.9,50.6080651,9.0284647
913,942,MOD Mission Critical,usa, GA, Atlanta,250 Williams Street Northwest,,33000,,32.3293809,-83.1137366
914,943,Struxture,canada, ON, Barrie,612 Welham Road,60000,,10,50.000678,-86.000977
915,944,365 Data Centers,usa, CA, Rancho Cordova,11085 Sun Center Drive,69048,30248,5,36.7014631,-118.755997
916,945,Digital Realty,usa, TX, Austin,7500 Metro Center Drive,85688,,16,31.2638905,-98.5456116
917,946,Equinix,ireland, Dublin,Blanchardstown,,189951,,,53.3493795,-6.2605593
918,947,Hut 8,canada, ON,Mississauga,,29000,6420,3.5,50.000678,-86.000977
919,948,Cologix,canada, ON, Toronto,151 Front Street West,25000,25000,,50.000678,-86.000977
920,949,Lumen,usa, IL, Chicago,900 North Kingsbury Street,182016,10840,8.5,40.0796606,-89.4337288
921,950,Lumen,usa, FL, Tampa,7909 Woodland Center Boulevard,53168,4795,9.6,27.7567667,-81.4639835
922,952,CoreSite,usa, CO, Denver,910 15th Street,29000,,,38.7251776,-105.607716
923,953,365 Data Centers,usa, New York, NY,65 Broadway,,16583,0.7,40.7127281,-74.0060152
924,954,Atlantic.net,canada, Ontario, Scarborough,20 Pullman Ct,,,,50.000678,-86.000977
925,955,Dynascale,usa, CA, Irvine,2640 Main Street,20000,,,36.7014631,-118.755997
926,956,Hivelocity,usa, TX, Dallas,1515 Round Table Drive,685000,685000,,31.2638905,-98.5456116
927,957,Lumen,usa, TX, Houston,12001 North Freeway,51300,14816,,31.2638905,-98.5456116
928,958,FirstLight,usa, NH, Portsmouth,359 Corporate Drive,8700,,,43.4849133,-71.6553992
929,959,Centersquare,usa, WA, Tukwila,12301 Tukwila International Boulevard,112942,112942,7.5,47.2868352,-120.212613
930,960,Colocation America,usa, CA, Los Angeles,530 W 6th St,,,,36.7014631,-118.755997
931,961,Digital Realty,greece, Κορωπί 194 00,Varis Koropiou Avenue 76,,12000,,1.225,37.8986169,23.8740711
932,962,China Telecom,china, Shanghai,Baoshan,,,,,31.2323437,121.4691024
933,964,China Telecom,china, Sichuan Sheng, Chengdu Shi, Wuhou Qu,,,,30.5000001,102.4999999
934,965,Zenlayer,ukraine, Dnipropetrovsk Oblast, Dnipro,7,,,,48.662589,34.9501715
935,966,Tel Networks Inc.,usa, NY, Albany,194 Washington Avenue,,,,43.1561681,-75.8449946
936,967,China Telecom,china, Shanghai Shi, Xuhui Qu, Guiqing Road,,,,31.2323437,121.4691024
937,968,Equinix,chile, San Antonio,Ruta 66,,11528,,,-33.5808615,-71.6132377
938,969,China Telecom,china, Guangdong, Guangzhou,Huangpu,,,,23.1357694,113.1982688
939,970,PhoenixNAP,netherlands,Amsterdam,,,12000,,25,52.3730796,4.8924534
940,971,China Telecom,usa,NY, Wappingers Falls,155 Myers Corners Rd,,,,43.1561681,-75.8449946
941,972,China Telecom,china, Shanghai, Pudong,60 Huajing Rd,,,,31.2323437,121.4691024
942,973,China Telecom,china,Guangxi Zhuangzuzizhiqu, Nanning Shi, Jiangnan Qu,,,,,
943,974,China Telecom,china, Guangdong Sheng, Foshan Shi, Nanhai Qu,,,,23.1357694,113.1982688
944,975,Tel Networks Inc.,usa, NY, New York,111 8th Avenue,,,,43.1561681,-75.8449946
945,976,China Telecom,china, Guangdong,Foshan,,,,,23.1357694,113.1982688
946,977,Enzu,usa, TX, Houston,660 Greens Parkway,,,,31.2638905,-98.5456116
947,978,China Telecom,china, Hubei, Xiantao,Hanjiang Rd,,,,31.15305035,112.8806423
948,979,Hivelocity,south africa, Johannesburg, Isando,5 Brewery Street,,,,-26.205,28.049722
949,980,China Telecom,china, Hubei, Huanggang, Huangzhou,,,,31.15305035,112.8806423
950,981,Green Colo LTD,uk, Fareham, Portchester,Walled Garden,"5,000","2,500",1.5,50.8526637,-1.1783134
951,982,China Telecom,china, Shanghai, Huangpu Qu, Zhongshan South Road,,,,31.2323437,121.4691024
952,983,Telehouse,china, Shanghai, Pudong,400 Fangchun Road,,36167,,31.2323437,121.4691024
953,984,China Telecom,south korea,Seoul,,,,,,37.5666791,126.9782914
954,985,China Telecom,china, Shanghai,Pudong,,,,,31.2323437,121.4691024
955,986,China Telecom,usa,CA, El Segundo,445 North Douglas Street,,,,36.7014631,-118.755997
956,987,China Telecom,china, Guangdong Sheng, Shenzhen Shi, Nanshan Qu,,,,23.1357694,113.1982688
